IDCARNET_ACTIVITE;IDPERSONNEL;IDOFFRES;SEMAINE;DATE_CONTRAT;TEMPS_EXTER;TEMPS_BUREAU;KILOMETRAGES;REFERENCE;MONTANT;TRANSPORT;KMTRANSPORT;NBRETRANSPORT;JUSTIFTRANS;MTTRANSPORT;PERDIEM;NBREPERDIEM;DERNIERJOUR;JUSTIFPERDIEM;FRAISDIVERS;JUSTIFDIVERS;MTFRAISDIVERS;AVANCES;MT_LOCATION;NBREPAS;NBRENUITE;JUSTIFREPAS;JUSTIFNUITE;JUSTIFDEMARCHES;VISAING;VISARES
9266;29;1737;25;18/06/2014;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;3 000,000000;0,000000;0,000000;0;0;;;;1;0
9268;29;3530;25;21/06/2014;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;3 000,000000;0,000000;0,000000;1;0;;;;1;0
9269;29;3019;26;23/06/2014;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;6 000,000000;0,000000;0,000000;0;0;;;;1;0
9273;29;2570;26;24/06/2014;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9274;29;3286;26;24/06/2014;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9275;29;3169;26;25/06/2014;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;2 000,000000;0,000000;0,000000;0;0;;;;1;0
9282;29;3019;27;30/06/2014;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;6 000,000000;0,000000;0,000000;0;0;;;;1;0
9283;29;3749;26;26/06/2014;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;3;1;;;;1;0
9284;29;3313;25;19/06/2014;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;3 000,000000;0,000000;0,000000;0;0;;;;1;0
9286;29;3716;25;20/06/2014;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;3 000,000000;0,000000;0,000000;0;0;;;;1;0
9287;29;3530;25;19/06/2014;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;3 000,000000;0,000000;0,000000;0;0;;;;1;0
9288;29;3705;27;30/06/2014;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;3 000,000000;0,000000;0,000000;0;0;;;;1;0
9290;61;3736;23;03/06/2014;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;4 000,000000;0,000000;0,000000;0;0;;;;1;0
9291;61;3691;24;11/06/2014;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;5;2;;;;1;0
9292;61;3236;25;16/06/2014;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9293;61;3828;25;19/06/2014;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;"Taxi:
Domicile-Bureau
Bureau-Domicile";100 000,000000;0,000000;0,000000;1;0;;;;1;0
9294;57;1765;23;06/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
9295;57;0;24;12/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
9296;57;3637;25;16/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
9297;57;3013;25;16/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
9298;57;0;25;16/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;SCI EGBG M. GUISSE AHMET;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
9299;57;3649;25;17/06/2014;;;;;0,000000;Voiture;100;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9300;57;3205;25;18/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;SCI TANOCA;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
9301;57;3714;25;19/06/2014;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9302;57;484;26;23/06/2014;;;;;0,000000;Voiture;85;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9303;57;3745;26;24/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9304;57;3745;26;25/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9305;57;0;26;26/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;"SERGI SARL 
SS+RDC+8 ETAGES";0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
9306;57;3650;27;30/06/2014;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9307;23;3184;23;02/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9308;23;3184;23;03/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9309;23;3184;23;04/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9310;23;2685;23;04/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
9311;23;3184;23;05/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9312;23;1737;23;05/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
9313;23;3184;23;06/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9314;23;3184;24;09/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9315;23;3184;24;10/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9316;23;3480;24;10/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
9317;23;3184;24;11/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9318;23;3184;24;12/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9319;23;3184;24;13/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9320;23;3184;25;16/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9321;23;1737;25;16/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
9322;23;482;25;16/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;Pour offre des appareils … vapeur et ‚lectricit‚;1;0
9323;23;3714;25;17/06/2014;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9324;23;3184;25;18/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9325;23;3184;25;19/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9326;23;0;0;;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
9327;63;483;23;02/06/2014;;;;;0,000000;Forfaits d‚placements;0;2;IFC: R‚union;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;IFC: R‚union;1;0
9328;63;483;23;03/06/2014;;;;;0,000000;Forfaits d‚placements;0;2;BATI ETANCHE: Prospection;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;BATI ETANCHE: Prospection;1;0
9329;63;483;23;03/06/2014;;;;;0,000000;Forfaits d‚placements;0;2;SETA INTERNATIONAL: Prospection;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;SETA INTERNATIONAL: Prospection;1;0
9330;63;483;23;04/06/2014;;;;;0,000000;Forfaits d‚placements;0;2;PNA : Prospection;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;PNA : Prospection;1;0
9331;63;483;23;05/06/2014;;;;;0,000000;Forfaits d‚placements;0;2;SOTRACOM: Signature contrat;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;SOTRACOM: Signature contrat;1;0
9332;63;483;24;09/06/2014;;;;;0,000000;Forfaits d‚placements;0;2;CHEIKH NDIAYE: D‚pot offre;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;CHEIKH NDIAYE: D‚pot offre;1;0
9333;63;483;23;02/06/2014;;;;;0,000000;Forfaits d‚placements;0;2;DIPROME: D‚p“t offre;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;DIPROME: D‚p“t offre;1;0
9334;63;483;24;12/06/2014;;;;;0,000000;Forfaits d‚placements;0;2;HOPITAL FANN: D‚p“t offre;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;HOPITAL FANN: D‚p“t offre;1;0
9335;63;483;24;12/06/2014;;;;;0,000000;Forfaits d‚placements;0;2;TERROU BI: Rencontre sur les p“les urbains de Diamniadio;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;TERROU BI: Rencontre sur les p“les urbains de Diamniadio;1;0
9336;63;483;25;18/06/2014;;;;;0,000000;Forfaits d‚placements;0;2;TERROU BI: Rencontre avec le ministre de l'‚conomie et des finances;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;TERROU BI: Rencontre avec le ministre de l'‚conomie et des finances;1;0
9337;63;483;25;19/06/2014;;;;;0,000000;Forfaits d‚placements;0;2;ASS: constat v‚hicule;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;ASS: constat v‚hicule;1;0
9338;63;483;25;20/06/2014;;;;;0,000000;Forfaits d‚placements;0;2;TEYLIOM: Prospection;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;TEYLIOM: Prospection;1;0
9339;63;483;26;26/06/2014;;;;;0,000000;Forfaits d‚placements;0;2;SOCETRA: Relance sur visite;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;SOCETRA: Relance sur visite;;SOCETRA: Relance sur visite;1;0
9340;63;483;23;04/06/2014;;;;;0,000000;Voiture;23;0;SENSTOCK: Prospection;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;SENSTOCK: Prospection;;SENSTOCK: Prospection;1;0
9341;63;483;25;16/06/2014;;;;;0,000000;Voiture;28;0;SIR: Relance sur visite;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;SIR: Relance sur visite;;SIR: Relance sur visite;1;0
9342;63;483;26;24/06/2014;;;;;0,000000;Forfaits d‚placements;0;2;ERGC: Prospection + Relance;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;ERGC: Prospection + Relance;1;0
9343;63;483;23;02/06/2014;;;;;0,000000;Forfaits d‚placements;0;2;NMA: Prospection;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;NMA: Prospection;;NMA: Prospection;1;0
9344;23;3184;26;23/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9345;23;3582;26;23/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
9346;23;3480;26;23/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
9347;23;3184;26;24/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9348;23;3184;26;25/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9349;23;3742;26;26/06/2014;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;3;1;;;;1;0
9350;62;3280;24;11/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
9351;62;899;23;06/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9352;62;2743;24;12/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9353;62;2743;24;13/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9354;62;3019;26;23/06/2014;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9355;62;3019;26;24/06/2014;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9356;23;3679;23;02/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
9357;62;3286;26;27/06/2014;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9358;23;482;23;02/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;R‚union … TOTAL;1;0
9359;23;3323;24;11/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
9360;23;3736;25;19/06/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
9361;35;481;29;15/07/2014;;;;;0,000000;Forfaits d‚placements;0;2;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;IPRES point E (aff: d‚p“t Etat 2013, Demande attestation & rŠglt 2eTR 14) matin & soir;1;0
9362;35;481;29;15/07/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;SGBS (aff retrait lev‚e gage DK 7213 AL);1;0
9363;35;481;29;15/07/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;Ford Direction (Aff: Lev‚e gage DK7213 AL avec Ousmane GuŠye);1;0
9364;65;3651;23;02/06/2014;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;12 190,000000;0,000000;0,000000;0;0;;;;1;0
9365;36;3787;14;03/04/2014;;;;;0,000000;Voiture;15;0;D‚placement en voiture pour R‚ception des fonds de fouilles pour le radier du silo;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
9366;36;3414;14;03/04/2014;;;;;0,000000;Forfaits d‚placements;0;1;d‚placement en voiture pour R‚ception du ferraillage de poutres du plancher haut sous-sol;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;1
9367;36;3735;15;08/04/2014;;;;;0,000000;Voiture;10;0;D‚placement en voiture pour R‚union sur modiifcations des longrines projet CNART;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;1
9368;36;3624;15;08/04/2014;;;;;0,000000;Voiture;12;0;d‚placement en voiture pour R‚ception du plancher haut RDC;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;1
9369;36;3610;15;08/04/2014;;;;;0,000000;Voiture;16;0;d‚placement en voiture pour R‚union entame chantier sur le site;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;Chantier  aux parcelles Assainies;;;1;1
9370;36;482;15;08/04/2014;;;;;0,000000;Voiture;15;0;Visite sur site du projet de Monsieur Amadou lamine FALL pour offre diagnostic P-127-14/NDN;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;Visite sur site du projet de Monsieur Amadou lamine FALL pour offre diagnostic P-127-14/NDN;1;1
9371;36;2658;15;09/04/2014;;;;;0,000000;Forfaits d‚placements;0;1;R‚ception du ferraillage de l'escalier principal sur une vol‚e entre le PH6e et le PH 7e ‚tages;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;1
9372;36;3787;15;09/04/2014;;;;;0,000000;Voiture;15;0;D‚placement avec v‚hicule pour R‚ception du ferraillage du radier;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
9373;36;3663;15;10/04/2014;;;;;0,000000;Voiture;42;0;D‚placement en voiture pour R‚ception du  ferraillage voiles de dalots 200x150 … la cit‚ Gadaye … Gu‚diawaye;0,000000;;0;0;;Frais de transport ;Frais de passage autoroute … p‚age;2 000,000000;0,000000;0,000000;1;0;Chantier … Gu‚diawaye;;;1;1
9374;36;3679;15;11/04/2014;;;;;0,000000;Voiture;12;0;d‚placement en voiture sur le site pour R‚union avec tous les intervenants du projet sur le site;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;1
9375;36;3939;16;16/04/2014;;;;;0,000000;Voiture;18;0;d‚placement en voiture sur le site pour  une R‚union de reprise des travaux sur le site;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;1
9376;36;482;16;17/04/2014;;;;;0,000000;Forfaits d‚placements;0;1;Visite … SABLUX CONSTRUCTION pour rencontrer Monsieur Ameth NDIAYE, Directeur G‚n‚ral de SABLUX CONSTRUCTION;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;Visite … SABLUX CONSTRUCTION pour rencontrer Monsieur Ameth NDIAYE, Directeur G‚n‚ral de SABLUX CONSTRUCTION;1;1
9377;36;482;20;16/05/2014;;;;;0,000000;Voiture;38;0;Visite … TOTAL MBAO POUR DISCUSSIONS OFFRE CONTROLE REHABILITATION PIEDS DE SPHERE SA TOTAL DU CENTRE EMPLISSEUR GAZ DE MBAO;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;VISITE CHANTIER A MBAO;;Visite … TOTAL MBAO POUR DISCUSSIONS OFFRE CONTROLE REHABILITATION PIEDS DE SPHERE SA TOTAL DU CENTRE EMPLISSEUR GAZ DE MBAO;1;0
9378;36;3610;17;22/04/2014;;;;;0,000000;Voiture;16;0;D‚placement en v‚hicule sur site pour une R‚union … propos murs … conserver dans le cadre de la r‚habilitation;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;Chantier aux parcelles Assainies;;;1;1
9379;36;3939;17;22/04/2014;;;;;0,000000;Voiture;18;0;D‚placement en voiture sur le site pour la R‚ception du ferraillage des nervures du plancher haut 5e ‚tage;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;1
9380;36;2519;17;22/04/2014;;;;;0,000000;Voiture;53;0;D‚placement en voiture pour la R‚ception du plancher terrasse des bƒtiments en RDC + 1 ‚tage des parcelles Nø201B et 213B;0,000000;;0;0;;Frais de transport ;Frais de passage sur l'autoroute … p‚age;2 000,000000;0,000000;0,000000;1;0;Chantier … Mbao;;;1;1
9381;36;3670;17;22/04/2014;;;;;0,000000;Voiture;36;0;d‚placement sur le site pour le constat du  d‚but des travaux sur le bƒtiment Laboratoire;0,000000;;0;0;;Frais de transport ;Frais de passage sur l'autoroute … p‚age;1 000,000000;0,000000;0,000000;1;0;Chantier … Gu‚diawaye;;;1;1
9382;36;3731;17;22/04/2014;;;;;0,000000;Voiture;42;0;d‚placement en voiture pour la  R‚ception du plancher terrasse du bƒtiment;0,000000;;0;0;;Frais de transport ;D‚placement sur le site pour une  R‚ception du plancher terrasse du bƒtiment;20 002,000000;0,000000;0,000000;1;0;Chantier … gu‚diawaye.;;;1;1
9383;36;482;17;23/04/2014;;;;;0,000000;Voiture;16;0;rencontre sur chantier H™TEL jasmin au march‚ Kermel pour rencontrer Mnsieur inam UL Haq ;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;rencontre sur chantier H™TEL jasmin au march‚ Kermel pour rencontrer Mnsieur inam UL Haq;1;1
9384;36;3663;17;23/04/2014;;;;;0,000000;Voiture;42;0;D‚placemnt en voiture sur site pour la R‚ception du ferraillage des dalles de couverture de dalots 2m x 1,5m … la cit‚ Gadaye … Gu‚diawaye;0,000000;;0;0;;Frais de transport ;frais de passage sur l'autoroute … p‚age;1 000,000000;0,000000;0,000000;1;0;Chantier … Gu‚diawaye;;;1;1
9385;36;2741;17;24/04/2014;;;;;0,000000;Voiture;10;0;d‚placement en voiture pour la R‚union hebdomadaire de chantier avec le maŒtre d'ouvrage;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;1
9386;36;3605;17;24/04/2014;;;;;0,000000;Voiture;15;0;d‚placement en voiture sur site pour la R‚ception du ferraillage des poutres du plancher haut 4e ‚tage;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;1
9387;36;3679;17;25/04/2014;;;;;0,000000;Voiture;12;0;D‚placement en voiture pour la R‚ception du ferraillage de longrines ;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;1
9388;36;3716;17;25/04/2014;;;;;0,000000;Voiture;15;0;D‚placement en voiture sur le site pour la R‚ception du ferraillage des dalles pleines de balcons au Plancher haut 3e ‚tage;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;1
9389;36;360;18;28/04/2014;;;;;0,000000;Forfaits d‚placements;0;1;d‚placement en voiture pour la R‚ception des fonds de fouilles pour une partie du sous-sol;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;1
9390;36;3678;18;28/04/2014;;;;;0,000000;Forfaits d‚placements;0;1;d‚palcement en voiture pour la  R‚ception du ferraillage de poteaux hauteur 2e ‚tage;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;1
9391;36;3735;18;28/04/2014;;;;;0,000000;Voiture;10;0;D‚placement sur site en voiture pour la R‚ception du ferraillage de longrines;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;1
9392;71;3687;23;06/06/2014;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9393;71;3638;25;18/06/2014;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
9394;71;3841;25;17/06/2014;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;5 000,000000;0,000000;0,000000;0;0;;;;1;0
9395;71;3841;26;24/06/2014;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;5 000,000000;0,000000;0,000000;0;0;;;;1;0
9396;71;3638;0;;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;1;;;;1;0
9397;65;3370;29;17/07/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
9398;65;3418;29;18/07/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
9399;65;3418;30;21/07/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
9400;65;3313;30;22/07/2014;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
9401;65;3837;30;25/07/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
9402;65;3651;30;23/07/2014;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;3;1;;;;1;0
9403;35;481;29;18/07/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;RPM (Aff.Quitus/Fiche pr Tr‚sor);1;0
9404;35;481;29;18/07/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;Tr‚sor (Aff/quitus :rejet pour non payement patente 2014 (avertissement non re‡u);1;0
9405;35;481;30;21/07/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;IPRES Roume (Attestation pr Inspect W);1;0
9406;35;481;0;;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;Inspectø W (Demande attestatø );1;0
9407;35;481;30;21/07/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;RPM ( aff.Demande moratoire Patente pr Visa Tr‚sor);1;0
9408;35;481;30;21/07/2014;;;;;0,000000;Forfaits d‚placements;0;2;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;Tr‚sor (aff. Quitus : d‚p“t & retrait);1;0
9409;35;481;30;23/07/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;Inspection W (aff Attestation W pr offre);1;0
9410;35;481;30;23/07/2014;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;SGBS ( aff. virement Tr‚sor Gabon pr offre);1;0
9411;35;481;27;04/07/2014;;;;;0,000000;Voiture;120;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;Alpages/GW;1;0
9412;35;481;28;12/07/2014;;;;;0,000000;Voiture;180;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;Alpages/GW;1;0
9413;35;481;29;18/07/2014;;;;;0,000000;Voiture;150;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;Alpages/GW;1;0
9414;35;481;30;25/07/2014;;;;;0,000000;Voiture;150;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;Alpages/GW;1;0
9415;35;481;31;31/07/2014;;;;;0,000000;Voiture;90;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;Alpages/GW;1;0
9416;37;483;27;01/07/2014;;;;;0,000000;Voiture;45;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;ALPAGES-ETDM-GAU-SCPI-SID-ALPAGES;1;0
9417;37;483;27;02/07/2014;;;;;0,000000;Voiture;47;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;ALPAGES-EKSBS-LAMP FALL-COSEMAD-SVTP-ALPAGES;1;0
